booking_id,guest_id,hotel_id,booking_date,room_type_requested,booking_channel,nights_booked,total_amount
B00809,G0122,H013,04-02-2025,Standard,Travel Agent,2,6332.29
B00810,G0188,H018,18-12-2025,Standard,Website,4,11705.07
B00811,G0029,H002,04-04-2026,Suite,Travel Agent,2,14113.85
B00812,G0127,H015,20-05-2024,Deluxe,Website,1,5452.3
B00813,G0014,H007,05-02-2026,Deluxe,Website,4,20694.68
B00814,G0029,H005,25-11-2025,Standard,Phone,4,12450.21
B00815,G0139,H004,27-02-2024,Standard,Mobile App,7,18215
B00816,G0053,H021,11-06-2025,Standard,Mobile App,1,3570.43
B00817,G0207,H002,07-09-2024,Standard,Mobile App,2,5874.62
B00818,G0260,H021,25-06-2024,Deluxe,Travel Agent,14,74080.18
B00819,G0292,H025,24-01-2026,Deluxe,Walk-in,2,10487.72
B00820,G0074,H012,31-03-2025,Standard,Website,1,2968.99
B00821,G0065,H017,19-07-2026,Standard,Mobile App,14,54371.55
B00822,G0037,H024,31-05-2026,Standard,Mobile App,2,6439.94
B00823,G0239,H014,20-12-2025,Standard,Website,2,7126.34
B00824,G0265,H018,01-06-2026,Standard,Walk-in,1,2909.24
B00825,G0014,H017,03-07-2025,Deluxe,Mobile App,3,18480.1
B00826,G0339,H021,20-03-2026,Standard,Travel Agent,10,37150.19
B00827,G0016,H020,04-07-2024,Deluxe,Website,2,8220.02
B00828,G0197,H005,10-02-2024,Deluxe,Travel Agent,1,4778.53
B00829,G0265,H002,10-02-2026,Standard,Website,2,6392.79
B00830,G0319,H014,15-07-2025,Executive,Travel Agent,2,12907.43
B00831,G0265,H010,15-06-2025,Deluxe,Mobile App,3,15964.89
B00832,G0293,H012,19-06-2025,Deluxe,Mobile App,4,17902.99
B00833,G0123,H008,15-02-2024,Standard,Website,5,15756.83
B00834,G0298,H020,17-05-2024,Deluxe,Mobile App,2,9091.12
B00835,G0029,H003,08-03-2025,Deluxe,Website,3,16122.06
B00836,G0321,H003,12-04-2025,Executive,Travel Agent,7,53453.52
B00837,G0199,H003,27-07-2024,Deluxe,Website,3,18188.03
B00838,G0300,H012,01-01-2026,Deluxe,Mobile App,3,11856.74
B00839,G0156,H005,21-04-2026,Standard,Travel Agent,2,7539.76
B00840,G0241,H003,10-09-2024,Standard,Mobile App,4,15257.82
B00841,G0189,H021,21-01-2026,Standard,Walk-in,4,12377.87
B00842,G0270,H009,19-04-2025,Standard,Mobile App,10,37876.58
B00843,G0029,H004,17-04-2024,Standard,Travel Agent,2,6189.88
B00844,G0022,H004,11-07-2026,Deluxe,Travel Agent,5,21795.6
B00845,G0098,H004,14-09-2025,Suite,Website,7,52363.02
B00846,G0061,H024,19-12-2024,Deluxe,Travel Agent,3,14118.37
B00847,G0320,H016,14-10-2025,Deluxe,Website,4,18115.54
B00848,G0085,H005,04-11-2025,Standard,Mobile App,2,7464.47
B00849,G0349,H023,17-06-2026,Suite,Travel Agent,2,15216.7
B00850,G0123,H012,25-03-2025,Suite,Mobile App,2,15104.12
B00851,G0069,H008,05-01-2026,Standard,Walk-in,7,23165.67
B00852,G0287,H003,17-11-2025,Deluxe,Website,2,10549.02
B00853,G0247,H002,31-05-2026,Standard,Website,7,21600.9
B00854,G0180,H014,14-09-2024,Deluxe,Phone,1,5077.18
B00855,G0200,H022,02-12-2025,Suite,Travel Agent,2,21503.06
B00856,G0265,H024,21-07-2026,Standard,Mobile App,3,8284.63
B00857,G0089,H022,14-07-2026,Executive,Walk-in,5,42106.74
B00858,G0350,H002,15-09-2025,Deluxe,Phone,4,18824.11
B00859,G0348,H008,20-06-2025,Standard,Mobile App,1,3265.42
B00860,G0242,H014,22-02-2024,Deluxe,Website,10,48791.31
B00861,G0074,H008,26-11-2025,Suite,Walk-in,5,43033.84
B00862,G0258,H010,09-05-2025,Standard,Website,3,9896.19
B00863,G0028,H010,03-08-2026,Executive,Phone,3,23860.05
B00864,G0013,H020,19-04-2025,Suite,Website,1,7613.16
B00865,G0101,H012,01-11-2024,Standard,Website,4,11205.79
B00866,G0164,H004,10-01-2024,Standard,Website,3,9446.87
B00867,G0319,H004,15-11-2025,Executive,Website,4,23100.81
B00868,G0269,H013,26-04-2025,Standard,Mobile App,7,20268.49
B00869,G0273,H004,02-10-2024,Executive,Travel Agent,2,11219.62
B00870,G0148,H014,04-02-2026,Standard,Walk-in,4,12260.04
B00871,G0124,H002,18-10-2024,Standard,Mobile App,2,5084.25
B00872,G0134,H007,13-11-2025,Executive,Phone,14,92151.67
B00873,G0350,H018,15-05-2025,Deluxe,Travel Agent,1,4568.64
B00874,G0014,H013,10-03-2026,Deluxe,Phone,5,20941.45
B00875,G0318,H004,22-04-2024,Suite,Website,2,13551.18
B00876,G0213,H008,26-12-2025,Standard,Walk-in,2,6933.59
B00877,G0152,H014,09-01-2024,Deluxe,Website,1,4991.87
B00878,G0268,H005,24-09-2025,Deluxe,Website,2,9205.82
B00879,G0178,H023,26-09-2024,Standard,Walk-in,1,3014.52
B00880,G0320,H004,10-05-2026,Deluxe,Mobile App,1,4822.18
B00881,G0324,H021,28-09-2025,Deluxe,Website,1,4507.94
B00882,G0147,H005,15-07-2024,Standard,Mobile App,1,3015.69
B00883,G0107,H017,21-02-2025,Standard,Mobile App,2,7494.48
B00884,G0221,H002,05-05-2025,Deluxe,Mobile App,2,8125.42
B00885,G0328,H012,14-10-2024,Deluxe,Website,7,27795.87
B00886,G0079,H002,01-01-2024,Deluxe,Website,2,8148.33
B00887,G0235,H004,19-03-2026,Standard,Website,3,8261.99
B00888,G0239,H004,24-04-2024,Deluxe,Travel Agent,4,15667.29
B00889,G0270,H024,04-09-2025,Suite,Travel Agent,3,23651.52
B00890,G0052,H021,31-08-2024,Standard,Mobile App,1,3061.46
B00891,G0265,H024,06-10-2025,Deluxe,Website,10,47082.43
B00892,G0328,H007,17-04-2026,Standard,Mobile App,1,3751.54
B00893,G0068,H011,25-09-2025,Standard,Mobile App,4,11573.96
B00894,G0094,H002,06-06-2024,Standard,Mobile App,4,12576.44
B00895,G0348,H018,16-02-2026,Executive,Walk-in,2,12951.98
B00896,G0068,H014,21-07-2026,Standard,Mobile App,7,23728.57
B00897,G0316,H006,23-01-2024,Deluxe,Travel Agent,1,4516.71
B00898,G0180,H002,06-04-2026,Suite,Travel Agent,4,29981.2
B00899,G0098,H018,02-12-2025,Suite,Phone,1,8157.61
B00900,G0319,H018,01-11-2025,Suite,Mobile App,2,14190.25
B00901,G0154,H019,12-06-2024,Standard,Travel Agent,5,18133.37
B00902,G0187,H017,23-10-2025,Deluxe,Mobile App,2,10910.88
B00903,G0131,H009,26-12-2025,Deluxe,Website,1,5480.97
B00904,G0222,H021,10-02-2024,Standard,Walk-in,7,22378.85
B00905,G0062,H002,20-03-2026,Deluxe,Website,5,21706.62
B00906,G0136,H021,02-01-2024,Standard,Mobile App,2,6084.72
B00907,G0347,H018,23-12-2025,Standard,Website,7,19084.99
B00908,G0101,H021,28-02-2024,Suite,Walk-in,1,10100.57
B00909,G0245,H009,29-06-2024,Executive,Mobile App,10,89314.99
B00910,G0122,H019,10-03-2026,Standard,Travel Agent,2,7027.32
B00911,G0283,H021,07-03-2026,Deluxe,Website,2,9724.32
B00912,G0051,H019,09-11-2024,Deluxe,Walk-in,2,10026.13
B00913,G0347,H024,17-01-2026,Standard,Website,3,8601.52
B00914,G0157,H006,15-04-2025,Suite,Website,3,30156.52
B00915,G0093,H021,14-05-2026,Standard,Website,5,18244.27
B00916,G0028,H020,04-12-2025,Standard,Website,2,5677.03
B00917,G0066,H013,11-05-2026,Standard,Mobile App,4,12342.38
B00918,G0188,H004,09-09-2025,Standard,Website,5,15272.06
B00919,G0123,H002,21-10-2025,Standard,Travel Agent,2,6354.04
B00920,G0305,H001,06-09-2025,Suite,Website,4,31067.78
B00921,G0149,H011,17-04-2026,Suite,Website,1,8174.38
B00922,G0099,H015,02-07-2026,Suite,Website,3,29405.14
B00923,G0233,H023,10-07-2025,Standard,Mobile App,1,2551.17
B00924,G0265,H010,11-07-2025,Standard,Walk-in,2,5949.2
B00925,G0065,H001,17-08-2024,Standard,Mobile App,2,5441.58
B00926,G0065,H022,01-08-2026,Standard,Walk-in,5,17671.07
B00927,G0014,H004,22-06-2024,Standard,Phone,2,5146.81
B00928,G0271,H004,07-12-2024,Standard,Phone,1,2550.34
B00929,G0251,H006,16-07-2025,Standard,Website,1,3324.85
B00930,G0171,H022,03-07-2026,Deluxe,Mobile App,2,12781.75
B00931,G0313,H016,04-10-2024,Deluxe,Phone,5,22634.36
B00932,G0294,H001,12-10-2025,Suite,Phone,4,28099.42
B00933,G0218,H013,31-05-2024,Standard,Travel Agent,10,30902.55
B00934,G0319,H019,15-06-2025,Standard,Travel Agent,1,3240.44
B00935,G0078,H006,10-05-2024,Suite,Mobile App,3,27089.55
B00936,G0040,H020,27-02-2025,Suite,Website,5,39880.82
B00937,G0104,H013,08-09-2024,Standard,Mobile App,3,8678.2
B00938,G0019,H013,01-01-2026,Standard,Travel Agent,3,9190.84
B00939,G0190,H024,12-08-2026,Standard,Website,2,5324.59
B00940,G0339,H001,21-05-2026,Standard,Mobile App,1,2597.11
B00941,G0014,H012,22-07-2026,Standard,Walk-in,4,10470.18
B00942,G0046,H005,16-04-2025,Suite,Mobile App,7,62276.43
B00943,G0156,H008,03-08-2024,Standard,Website,10,35550.73
B00944,G0339,H024,21-01-2025,Standard,Phone,2,6021.96
B00945,G0120,H019,09-11-2025,Standard,Walk-in,5,14992.67
B00946,G0183,H005,03-04-2026,Standard,Website,3,10937.18
B00947,G0014,H025,02-06-2024,Standard,Travel Agent,4,14202.46
B00948,G0057,H016,02-11-2024,Standard,Website,4,12026.69
B00949,G0350,H004,20-10-2024,Standard,Walk-in,1,3045.79
B00950,G0346,H006,30-05-2025,Standard,Walk-in,4,14788.63
B00951,G0002,H023,21-07-2025,Suite,Walk-in,3,24240.11
B00952,G0344,H006,09-03-2025,Standard,Website,2,7518.37
B00953,G0241,H007,30-01-2026,Standard,Website,2,7305.98
B00954,G0319,H020,30-01-2026,Suite,Walk-in,2,14674.46
B00955,G0158,H013,19-10-2025,Suite,Website,5,39812.32
B00956,G0188,H009,18-07-2024,Standard,Website,3,12699.52
B00957,G0179,H008,04-06-2026,Standard,Mobile App,1,3466.81
B00958,G0251,H010,22-05-2026,Standard,Website,7,22204.82
B00959,G0053,H019,28-03-2024,Deluxe,Mobile App,4,18067.99
B00960,G0013,H003,18-11-2024,Executive,Website,2,15840.2
B00961,G0117,H017,11-02-2025,Standard,Travel Agent,4,17417.22
B00962,G0265,H022,20-12-2025,Standard,Mobile App,4,14093.42
B00963,G0075,H025,06-04-2026,Standard,Mobile App,2,6915.86
B00964,G0254,H010,17-09-2025,Standard,Travel Agent,1,3490.64
B00965,G0348,H008,05-01-2026,Suite,Walk-in,3,28998.08
B00966,G0032,H017,24-08-2025,Deluxe,Travel Agent,3,19407.49
B00967,G0254,H015,19-02-2026,Suite,Website,2,22725.36
B00968,G0154,H002,17-03-2025,Suite,Travel Agent,2,14283.08
B00969,G0319,H020,25-02-2026,Standard,Website,3,8604.8
B00970,G0067,H001,04-04-2026,Standard,Walk-in,3,9594.79
B00971,G0262,H003,11-03-2026,Deluxe,Mobile App,1,5562.93
B00972,G0310,H009,10-03-2024,Deluxe,Mobile App,1,6155.62
B00973,G0342,H009,16-04-2025,Executive,Phone,4,32983.09
B00974,G0258,H005,04-08-2026,Executive,Phone,3,21046.04
B00975,G0180,H013,24-06-2025,Standard,Mobile App,4,11314.32
B00976,G0233,H020,08-06-2025,Executive,Mobile App,4,24635.65
B00977,G0319,H022,31-08-2025,Standard,Phone,1,4179.84
B00978,G0210,H018,17-12-2025,Standard,Walk-in,2,5261.49
B00979,G0013,H003,12-02-2025,Standard,Walk-in,3,11278.17
B00980,G0339,H021,24-04-2025,Deluxe,Walk-in,1,4683.76
B00981,G0260,H013,20-04-2024,Suite,Website,2,14689.82
B00982,G0256,H007,30-07-2026,Deluxe,Mobile App,2,9015.66
B00983,G0082,H016,08-06-2024,Standard,Website,3,9634.4
B00984,G0248,H013,03-03-2026,Standard,Walk-in,4,12819.97
B00985,G0137,H002,06-08-2024,Standard,Website,4,11264.18
B00986,G0242,H021,15-09-2024,Standard,Website,2,6082.18
B00987,G0037,H015,09-06-2026,Suite,Mobile App,3,29524.77
B00988,G0247,H003,06-09-2025,Suite,Mobile App,10,99371.08
B00989,G0350,H012,22-07-2024,Executive,Mobile App,3,19727.36
B00990,G0015,H014,15-07-2026,Standard,Travel Agent,2,5963.61
B00991,G0350,H020,12-03-2026,Standard,Travel Agent,3,7863.7
B00992,G0142,H024,11-11-2025,Deluxe,Travel Agent,2,7876.06
B00993,G0319,H005,09-12-2025,Deluxe,Website,4,21181.67
B00994,G0286,H017,26-09-2024,Deluxe,Phone,7,44554.84
B00995,G0206,H015,25-06-2026,Deluxe,Mobile App,1,6205.67
B00996,G0271,H014,11-07-2024,Deluxe,Travel Agent,3,14184.58
B00997,G0320,H007,07-07-2025,Executive,Mobile App,1,7812.39
B00998,G0141,H010,17-01-2024,Suite,Mobile App,5,47561.2
B00999,G0122,H015,26-10-2025,Standard,Mobile App,5,19163.04
B01000,G0251,H011,26-05-2026,Standard,Website,2,5287.65
B01001,G0295,H006,23-09-2025,Deluxe,Mobile App,5,26567.57
B01002,G0280,H021,23-03-2025,Standard,Mobile App,7,25770.36
B01003,G0290,H004,30-03-2024,Standard,Website,7,18148.01
B01004,G0151,H025,06-02-2026,Deluxe,Mobile App,3,15252.19
B01005,G0300,H002,05-04-2026,Deluxe,Walk-in,1,4595.72
B01006,G0045,H013,18-07-2025,Standard,Walk-in,10,27654.3
B01007,G0199,H015,23-03-2026,Standard,Walk-in,4,16531.11
B01008,G0002,H012,08-01-2024,Suite,Mobile App,2,15970.06
B01009,G0122,H014,10-11-2024,Deluxe,Website,7,31506.19
B01010,G0132,H005,27-01-2024,Suite,Walk-in,3,28815.02
B01011,G0139,H011,21-11-2024,Standard,Mobile App,2,5818.04
B01012,G0263,H007,11-03-2025,Deluxe,Mobile App,1,5615.07
B01013,G0136,H005,15-03-2025,Executive,Mobile App,4,28342.08
B01014,G0155,H017,13-12-2025,Standard,Website,4,14189.87
B01015,G0094,H021,01-05-2024,Deluxe,Mobile App,4,22384.59
B01016,G0135,H011,18-08-2025,Standard,Website,2,5920.45
B01017,G0089,H005,06-06-2026,Standard,Travel Agent,7,21270.66
B01018,G0028,H001,26-01-2025,Deluxe,Website,2,8886.15
B01019,G0227,H006,01-01-2025,Standard,Walk-in,2,6831.71
B01020,G0252,H024,08-09-2024,Suite,Travel Agent,4,31944.43
B01021,G0233,H003,08-10-2024,Executive,Mobile App,3,25577.65
B01022,G0164,H004,15-04-2024,Deluxe,Mobile App,1,4076.59
B01023,G0136,H006,05-07-2026,Standard,Mobile App,2,7332.1
B01024,G0316,H004,04-02-2025,Deluxe,Website,1,4787.18
B01025,G0188,H007,19-03-2024,Deluxe,Mobile App,2,11171.57
B01026,G0173,H006,07-04-2026,Standard,Website,1,3442.18
B01027,G0011,H002,13-09-2025,Standard,Website,2,6432.88
B01028,G0123,H018,06-09-2025,Standard,Mobile App,2,5210.23
B01029,G0136,H001,12-09-2025,Deluxe,Mobile App,4,16028.49
B01030,G0139,H004,08-01-2025,Suite,Website,1,6906.46
B01031,G0214,H005,09-12-2025,Standard,Mobile App,10,32615.05
B01032,G0192,H021,18-07-2025,Standard,Travel Agent,3,10191.16
B01033,G0230,H007,13-02-2025,Standard,Website,5,17830.85
B01034,G0280,H004,06-02-2025,Deluxe,Travel Agent,2,9227.61
B01035,G0296,H016,19-07-2026,Standard,Mobile App,3,8130.52
B01036,G0265,H020,22-11-2024,Standard,Mobile App,1,2767.04
B01037,G0344,H021,08-07-2026,Suite,Mobile App,5,50423.95
B01038,G0009,H019,06-09-2025,Standard,Mobile App,5,18793.06
B01039,G0073,H012,27-06-2025,Standard,Website,5,14102.85
B01040,G0002,H012,09-07-2024,Standard,Website,2,5243.06
B01041,G0241,H004,17-11-2024,Standard,Travel Agent,4,10678.56
B01042,G0322,H011,04-08-2025,Suite,Mobile App,2,15756.76
B01043,G0095,H007,23-06-2025,Standard,Website,3,11109.77
B01044,G0337,H022,30-05-2026,Standard,Walk-in,2,8294.21
B01045,G0022,H011,14-04-2026,Standard,Website,3,7658.26
B01046,G0339,H014,08-10-2024,Standard,Mobile App,3,10385.72
B01047,G0127,H019,30-08-2024,Standard,Website,4,13796.71
B01048,G0035,H015,11-02-2025,Standard,Walk-in,2,8560.06
B01049,G0177,H017,29-07-2026,Standard,Mobile App,1,3517.75
B01050,G0101,H014,01-04-2026,Deluxe,Website,4,19825.71
B01051,G0111,H025,23-07-2025,Standard,Mobile App,2,7097.75
B01052,G0117,H016,10-04-2025,Suite,Phone,1,7451.07
B01053,G0293,H004,24-09-2025,Standard,Website,1,2593.59
B01054,G0196,H023,26-11-2024,Deluxe,Website,1,4540.31
B01055,G0117,H012,11-04-2026,Suite,Mobile App,1,8040.45
B01056,G0231,H009,23-02-2024,Suite,Website,1,9955.94
B01057,G0265,H011,27-09-2024,Deluxe,Travel Agent,2,9027.2
B01058,G0105,H019,24-01-2026,Deluxe,Website,5,26967.05
B01059,G0145,H014,28-06-2026,Deluxe,Travel Agent,3,14275.23
B01060,G0046,H022,04-05-2025,Deluxe,Website,4,23320.42
B01061,G0068,H009,04-04-2024,Suite,Travel Agent,2,22621.26
B01062,G0258,H022,05-09-2024,Deluxe,Walk-in,4,20992.42
B01063,G0069,H002,21-05-2025,Standard,Travel Agent,2,5579.08
B01064,G0189,H004,02-07-2026,Standard,Walk-in,4,11519
B01065,G0265,H025,16-11-2024,Executive,Travel Agent,3,23617.86
B01066,G0038,H005,18-04-2024,Standard,Mobile App,10,36904.51
B01067,G0206,H007,21-02-2026,Suite,Website,2,16656.57
B01068,G0101,H019,10-11-2024,Deluxe,Website,5,26917.44
B01069,G0346,H001,03-09-2024,Suite,Website,1,7991.04
B01070,G0176,H012,23-03-2026,Standard,Phone,1,2822.03
B01071,G0294,H013,19-11-2025,Deluxe,Mobile App,1,4066.22
B01072,G0199,H002,10-04-2024,Deluxe,Travel Agent,2,8177.41
B01073,G0015,H006,17-09-2025,Deluxe,Mobile App,3,14992.76
B01074,G0239,H002,28-11-2025,Deluxe,Phone,1,3835.79
B01075,G0344,H019,06-02-2024,Standard,Website,1,3160.66
B01076,G0226,H023,02-02-2026,Deluxe,Mobile App,1,4550.62
B01077,G0301,H023,19-06-2026,Standard,Website,4,11053.37
B01078,G0321,H023,21-10-2024,Deluxe,Travel Agent,1,4308.4
B01079,G0089,H020,04-07-2026,Deluxe,Website,7,28213.85
B01080,G0079,H022,18-11-2024,Standard,Website,7,24935.58
B01081,G0232,H022,14-01-2024,Deluxe,Website,1,5517.55
B01082,G0144,H006,19-03-2024,Deluxe,Walk-in,3,16984.99
B01083,G0312,H001,28-02-2026,Deluxe,Website,1,4639.87
B01084,G0323,H022,13-08-2025,Executive,Walk-in,3,23055.9
B01085,G0127,H025,30-05-2024,Standard,Website,4,13389.84
B01086,G0093,H012,24-07-2026,Executive,Website,3,17839.3
B01087,G0286,H012,14-01-2024,Standard,Website,3,8954.27
B01088,G0105,H004,20-07-2026,Standard,Mobile App,3,7870.59
B01089,G0302,H008,24-02-2025,Deluxe,Website,3,14289.52
B01090,G0147,H023,28-01-2026,Executive,Mobile App,4,22763.05
B01091,G0251,H021,09-11-2025,Standard,Website,3,10271.1
B01092,G0032,H017,16-06-2026,Standard,Walk-in,2,7485
B01093,G0236,H014,27-01-2026,Executive,Website,1,7397.74
B01094,G0156,H011,19-12-2025,Suite,Website,4,31249.97
B01095,G0218,H012,22-03-2026,Standard,Phone,3,8999.61
B01096,G0066,H022,09-11-2025,Standard,Phone,3,12178.9
B01097,G0271,H016,06-11-2024,Standard,Travel Agent,1,2548.67
B01098,G0316,H019,16-10-2024,Standard,Mobile App,1,3264.56
B01099,G0082,H001,04-05-2026,Standard,Website,5,15348.42
B01100,G0032,H022,09-08-2026,Executive,Mobile App,10,87989.22
B01101,G0010,H024,26-05-2024,Standard,Mobile App,1,2673.2
B01102,G0241,H012,29-04-2025,Standard,Travel Agent,2,5598.76
B01103,G0229,H009,03-06-2025,Executive,Mobile App,1,8233.07
B01104,G0199,H011,15-06-2026,Suite,Website,4,28875.15
B01105,G0091,H018,25-05-2025,Standard,Website,2,6337.97
B01106,G0136,H018,17-04-2025,Standard,Travel Agent,5,12936.15
B01107,G0223,H015,23-06-2025,Deluxe,Mobile App,4,22605.58
B01108,G0180,H014,01-09-2025,Deluxe,Phone,2,11182.12
B01109,G0350,H025,28-01-2024,Standard,Travel Agent,3,9670.12
B01110,G0053,H019,05-09-2024,Deluxe,Website,3,15483.44
B01111,G0263,H002,01-12-2024,Suite,Mobile App,2,13522.32
B01112,G0141,H025,06-04-2026,Suite,Mobile App,1,8086.01
B01113,G0148,H021,29-04-2026,Standard,Mobile App,5,17203.28
B01114,G0265,H011,08-12-2025,Suite,Website,3,23123.37
B01115,G0262,H002,04-01-2026,Deluxe,Mobile App,3,14386.93
B01116,G0350,H008,19-05-2024,Suite,Mobile App,1,9354.98
B01117,G0050,H001,06-01-2026,Suite,Mobile App,1,6875.89
B01118,G0036,H020,16-02-2025,Suite,Mobile App,2,13888.53
B01119,G0268,H017,26-01-2024,Standard,Website,1,3812.34
B01120,G0213,H008,01-08-2024,Suite,Mobile App,5,47362.11
B01121,G0105,H014,17-01-2026,Standard,Website,1,3588.64
B01122,G0029,H006,03-09-2024,Deluxe,Travel Agent,1,5055.7
B01123,G0029,H022,23-10-2024,Standard,Mobile App,2,7378.35
B01124,G0321,H023,30-01-2025,Suite,Mobile App,5,35139.06
B01125,G0072,H015,17-10-2024,Standard,Mobile App,3,10378.94
B01126,G0122,H022,28-10-2025,Deluxe,Website,7,45609.71
B01127,G0088,H024,24-04-2025,Deluxe,Website,1,4305.67
B01128,G0128,H017,06-08-2026,Standard,Walk-in,3,11746.86
B01129,G0025,H021,27-06-2024,Standard,Travel Agent,3,10059.4
B01130,G0188,H005,29-05-2026,Standard,Travel Agent,2,6597.97
B01131,G0025,H021,27-07-2026,Deluxe,Phone,3,14051.65
B01132,G0292,H017,02-07-2026,Suite,Mobile App,1,10006.4
B01133,G0092,H012,17-08-2025,Deluxe,Walk-in,1,3811
B01134,G0196,H006,20-01-2026,Standard,Travel Agent,3,10604.16
B01135,G0321,H025,27-11-2024,Standard,Travel Agent,7,25415.39
B01136,G0242,H006,17-04-2024,Deluxe,Mobile App,10,56032.24
B01137,G0192,H020,04-03-2024,Standard,Website,4,11316.28
B01138,G0122,H020,18-01-2025,Deluxe,Website,1,3893.04
B01139,G0122,H013,05-04-2025,Standard,Mobile App,3,7971.01
B01140,G0253,H015,17-05-2025,Deluxe,Website,4,23042.57
B01141,G0350,H007,25-06-2025,Standard,Website,10,30530.66
B01142,G0249,H005,04-02-2024,Suite,Mobile App,2,18348.62
B01143,G0201,H011,14-03-2024,Standard,Travel Agent,7,20786.94
B01144,G0270,H007,21-01-2026,Suite,Mobile App,3,26232.1
B01145,G0165,H003,25-01-2026,Standard,Mobile App,5,19845.17
B01146,G0021,H017,10-05-2024,Standard,Website,2,7999.64
B01147,G0204,H001,04-12-2024,Standard,Phone,7,18871.77
B01148,G0345,H012,21-12-2025,Standard,Walk-in,10,25723.44
B01149,G0067,H008,12-08-2025,Suite,Phone,3,26544.82
B01150,G0260,H018,28-02-2024,Deluxe,Website,3,14229.78
B01151,G0075,H021,26-09-2024,Standard,Website,2,6499.86
B01152,G0194,H005,19-10-2024,Standard,Walk-in,2,7198.33
B01153,G0032,H008,15-05-2025,Deluxe,Walk-in,3,15648.58
B01154,G0155,H002,30-07-2026,Standard,Website,2,6075.01
B01155,G0278,H018,26-10-2025,Deluxe,Website,4,15557.06
B01156,G0124,H017,23-05-2025,Standard,Mobile App,3,12513.68
B01157,G0251,H008,22-07-2026,Standard,Website,4,14575.14
B01158,G0289,H020,13-09-2025,Suite,Travel Agent,4,31143.72
B01159,G0338,H013,15-03-2026,Suite,Travel Agent,2,15100.63
B01160,G0092,H004,21-05-2024,Standard,Walk-in,14,38883.54
B01161,G0139,H011,17-07-2024,Standard,Website,2,5864.06
B01162,G0058,H014,20-08-2024,Deluxe,Walk-in,4,20656.85
B01163,G0350,H001,01-04-2026,Suite,Website,1,6856.23
B01164,G0337,H006,25-03-2025,Standard,Website,3,11127.27
B01165,G0196,H005,26-10-2024,Deluxe,Mobile App,1,4555.56
B01166,G0312,H018,24-03-2025,Standard,Travel Agent,5,15741.74
B01167,G0188,H008,29-05-2026,Standard,Website,2,6858.12
B01168,G0235,H008,06-05-2026,Deluxe,Website,4,20336.68
B01169,G0029,H012,25-02-2024,Executive,Travel Agent,3,17459.03
B01170,G0278,H005,28-12-2025,Suite,Mobile App,2,18376.87
B01171,G0050,H012,05-05-2024,Deluxe,Travel Agent,1,4026.86
B01172,G0303,H021,26-03-2025,Suite,Phone,1,9815.37
B01173,G0286,H009,03-10-2024,Deluxe,Website,10,52260.8
B01174,G0265,H020,25-05-2026,Standard,Website,2,5661.63
B01175,G0014,H007,17-08-2024,Standard,Travel Agent,3,10557.28
B01176,G0116,H018,02-02-2024,Suite,Phone,7,57152.52
B01177,G0102,H009,10-12-2024,Suite,Mobile App,4,40197.63
B01178,G0131,H020,29-04-2026,Standard,Mobile App,4,12139.16
B01179,G0029,H004,28-02-2024,Deluxe,Phone,7,28572.53
B01180,G0339,H015,01-07-2025,Standard,Travel Agent,4,14699.26
B01181,G0200,H015,25-01-2025,Deluxe,Phone,1,5162.48
B01182,G0116,H022,29-03-2026,Executive,Website,2,16902.64
B01183,G0139,H019,11-12-2024,Standard,Mobile App,2,7036.25
B01184,G0155,H021,08-08-2026,Suite,Mobile App,1,9222.68
B01185,G0226,H009,02-09-2025,Suite,Mobile App,1,9202.62
B01186,G0188,H012,07-02-2024,Deluxe,Walk-in,1,3841.51
B01187,G0333,H009,26-12-2025,Suite,Mobile App,10,103031.21
B01188,G0180,H025,26-05-2025,Suite,Website,3,25404.49
B01189,G0350,H005,27-06-2024,Suite,Travel Agent,2,18826.61
B01190,G0316,H022,07-07-2024,Deluxe,Mobile App,2,11862.13
B01191,G0078,H002,21-08-2024,Executive,Phone,10,54241.77
B01192,G0339,H012,15-05-2026,Deluxe,Website,2,7789.24
B01193,G0043,H015,03-06-2025,Standard,Website,1,3970.19
B01194,G0300,H022,29-04-2026,Standard,Mobile App,5,17817.06
B01195,G0136,H020,30-11-2024,Suite,Website,2,15944.92
B01196,G0320,H010,17-11-2025,Deluxe,Website,1,5613.05
B01197,G0319,H019,29-07-2026,Standard,Mobile App,5,16977.59
B01198,G0294,H019,21-05-2026,Deluxe,Phone,2,10364.7
B01199,G0287,H024,12-05-2026,Standard,Travel Agent,3,9565.88
B01200,G0116,H019,17-08-2024,Deluxe,Mobile App,3,14935.2
B01201,G0029,H004,20-01-2026,Suite,Mobile App,1,7635.62
B01202,G0140,H017,21-06-2025,Standard,Website,5,18530.99
B01203,G0067,H011,06-09-2024,Standard,Travel Agent,2,5678.15
B01204,G0263,H004,12-03-2026,Deluxe,Mobile App,10,42104.22
B01205,G0124,H012,22-03-2024,Deluxe,Website,2,8576.72
B01206,G0349,H015,12-05-2026,Suite,Website,5,58481
B01207,G0241,H018,05-08-2026,Standard,Walk-in,4,11944.53
B01208,G0302,H009,12-09-2025,Suite,Website,1,10221.68
B01209,G0053,H005,01-06-2025,Deluxe,Mobile App,4,22301.37
B01210,G0316,H015,16-06-2026,Standard,Website,2,7910.32
B01211,G0336,H016,10-08-2026,Deluxe,Website,1,4232.99
B01212,G0178,H006,07-12-2025,Executive,Website,5,39989.81
